size,bedrooms,age,distance_to_city,price
1748.3570765056163,4,42,11.560347988974838,484600.725275329
1430.8678494144076,1,18,10.749658350316956,372212.9027419585
1823.8442690503462,3,68,6.900329062975519,528428.6429332553
2261.514928204013,5,50,22.036887919656095,467060.7914104948
1382.923312638332,3,10,10.862970519574331,369456.48527693196
1382.9315215254096,3,11,7.786374739076691,420938.9483245633
2289.6064077536957,1,73,10.758094136803152,615092.5001333868
1883.7173645764544,1,7,10.127133513058174,510215.58406158176
1265.262807032524,1,23,10.939012739455443,333562.88905093295
1771.2800217929823,2,91,2.031414923244835,534816.8867860971
1268.291153593769,4,40,16.459733482834327,285070.9434746516
1267.1351232148716,2,35,16.74414710219575,262118.1381164428
1620.981135783017,4,84,17.35160386018243,378329.81144394045
543.359877671101,4,71,11.627158792681488,119652.15483928325
637.5410837434836,3,54,13.31240530082258,107276.18088640545
1218.8562353795137,3,8,5.66886525996375,380699.2319536634
993.5844398327881,4,46,14.164496642986947,221868.80314644403
1657.1236662976369,4,14,11.258938534469696,461380.1985946523
1045.9879622393946,2,47,7.697966921803789,295766.29302939813
793.8481493323543,2,81,14.323723458204203,148027.4452762475
2232.824384460777,3,41,14.5172451804555,577912.1631075409
1387.1118497567322,1,59,10.303044178374664,374001.0761295668
1533.764102343962,4,83,12.191912900642016,399311.72102473985
787.6259068932716,2,69,4.841414940332197,228329.09054249094
1227.8086377374086,3,11,16.215917186071792,268527.685046262
1555.461294854933,2,1,5.505934059825491,467401.7414340661
924.5032112888485,4,6,6.4728717596041205,277441.9055891289
1687.849009172836,4,79,10.311578227152685,486664.4549023942
1199.6806550405975,5,2,15.572581421092298,282016.90705034445
1354.1531251033616,1,2,15.569743166078304,302086.47089612443
1199.1466938853016,5,26,9.975876890474348,342143.50694836373
2426.139092254469,3,39,13.865066811269056,642987.3230148992
1493.2513876310331,2,32,1.554707753355519,468991.1922856916
971.1445355220499,3,91,6.403400049352236,286046.6754880131
1911.2724560515944,4,0,6.505247802681994,587836.7552214821
889.5781750144889,5,7,16.261064548799087,186812.65835594982
1604.4317975023778,5,31,13.273270814540039,427499.2888372095
520.1649380601123,5,47,10.923263879523004,138093.2257020768
835.9069755507848,3,3,11.40867531914687,216378.6956302806
1598.4306179345617,4,93,17.841696380150623,338028.3044677183
1869.2332899977052,2,69,9.149101667467242,516764.0992825781
1585.6841405949854,2,18,3.4296634573298013,486926.4322453718
1442.1758588058797,3,31,15.435975921976523,336768.2698768354
1349.4481522053557,5,8,10.909195186025304,389070.9550690118
760.7390048162863,1,11,14.768358390828904,116631.35196309515
1140.0778958026458,3,10,9.77617596306746,322361.33100371936
1269.6806145201062,3,45,5.806552381480534,380412.9354282272
2028.561113109458,4,15,12.014108605414883,563052.354937116
1671.8091447842307,2,0,10.050875353707152,471467.99385497137
618.479922318633,3,62,10.924711414372046,159552.37167248834
1662.0419846973975,3,20,18.08285247058708,357449.5420136398
1307.4588597918419,5,29,4.506487613076498,441261.2080465668
1161.5389998470207,5,12,11.429593302379912,351887.2155725033
1805.838144420434,1,33,5.905016549206616,518182.6440791514
2015.4997612479756,4,3,-2.95272986560029,639781.0636267783
1965.6400595580992,1,27,9.755174054888881,567747.6266250042
1080.3912383886807,5,94,10.155114684999035,302543.39476977225
1345.3938120743928,2,58,13.117610514753792,326350.41227158223
1665.631715701782,5,26,8.912296257080282,488074.9476798021
1987.7725635611796,4,68,2.5549982243801406,614151.1421018643
1260.412881077355,5,24,5.887842113725686,411546.408791815
1407.1705116680914,4,2,16.58479418343352,348516.2808765148
946.8325129969859,4,96,5.816860353546844,285971.75337804627
901.8966879596646,4,67,17.91612764846253,120048.92820738407
1906.2629111970991,4,24,15.249921462856916,476746.3291397447
2178.1200142854113,4,19,8.411096978319652,653904.8312368914
1463.994939209833,2,33,6.354604184486505,444180.0525727257
2001.7664489460121,1,25,15.239564845652893,495781.3031701278
1680.818012523817,3,4,8.7954437745319,499368.0467967704
1177.4401226974378,1,98,2.2717493015002077,354143.058233974
1680.697802754207,4,60,12.811583103116291,442938.71914704517
2269.0182832329847,2,91,12.086317239290931,609656.8999650804
1482.0869804450242,5,92,15.68853101357389,347957.2702495484
2282.3218279070034,2,8,11.747974996801485,631374.5327548438
190.12744795512776,4,49,7.254265114771413,50863.35966558873
1910.951252187612,2,5,16.34839419801067,455210.6185151711
1543.5235341190855,2,82,16.834952163394217,324672.0974013859
1350.4963247670662,4,59,11.166029819926038,367294.0714617656
1545.8803882677512,2,43,10.30160957266486,420491.9215563772
506.21554269955357,3,10,3.3836448844744744,178190.5418921228
1390.164056081244,3,65,6.962368288267619,422198.88842428
1678.5562857558732,2,46,13.803848209796769,432205.3317083332
2238.947022370758,5,72,7.213598498186497,688880.3227386781
1240.8648908631762,4,84,2.7158106530333868,379171.83872300485
1095.7531985534063,3,87,27.479388948000498,-39836.548767422624
1249.1214782077318,5,97,2.682970207866557,398994.4285870438
1957.701058851037,2,85,21.283756982170587,357239.6637093778
1664.3755548298423,5,2,8.4628827770087,516525.98579055344
1235.1198981164807,1,75,9.57718500428096,303731.44819901756
1756.633716556678,3,91,6.638608639062006,533690.2173309721
1548.5387746740203,2,29,13.914185823689461,393911.5555493428
1984.3224952664445,4,89,2.8011289344495784,618355.6095452457
1148.9734530613239,2,20,0.7983548188291394,359752.25741082145
1336.1689267011159,4,27,18.050857646893032,284822.34006686194
1303.9459234339213,2,89,5.980138005965111,382396.8011127849
768.2425259339407,5,61,13.730440597698422,185076.63611890058
1648.060138532288,5,32,4.57271961551892,526972.6383960122
1630.5276360899447,5,84,13.54210521447291,448557.1148656979
1502.5567283212304,1,34,18.417732493892252,296029.46214498044
1382.7064333124265,4,51,7.364393072924418,422590.1502818187
792.3146289747929,5,33,0.33279446607009433,293598.74181842594
1289.6773386173204,1,40,18.443969566549526,214621.57548095388
1328.6427417366153,4,50,14.631221607624457,309881.4960618059
1098.8613653891905,2,46,7.632143831143459,314549.1050176013
1419.3571441669953,1,81,8.91023973365677,379340.052736346
1702.0254284072691,3,57,4.44673901875157,517343.7111489606
2443.0929506052653,1,74,17.1012846622098,594064.0370261077
1587.2889064159194,1,56,7.3264219609467744,449819.8346819605
1628.7751953613822,4,22,2.9064573122626323,522644.50228976697
1462.7770421169164,2,47,11.068229407562358,384909.73593831994
540.6143923504793,3,21,5.699933192107301,180550.92990069577
1486.7430622753916,5,16,4.84992712068446,488080.77995772136
