Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Target
1.0215186946082875,-0.5481663559692463,-2.079610149207306,2.9887989781687043,-2.282636916752545,0
0.210296652869151,0.3788105294965933,-1.5581155650561165,1.7377495347195415,-2.0838062344391344,0
0.3122189314309778,0.2666727637833204,-0.8735067600910063,2.4227991502650217,-2.373238815201141,0
0.6135767022916485,-0.4879933162072253,-1.8249854137963937,2.3467513072421653,-2.1720249840562205,0
-0.06200144781350159,-0.8377094318949696,-1.4149381431109849,1.1246677109112513,-1.8266836981540842,0
0.862149195943708,0.08507903197998995,-2.454703571193714,2.2720626535447397,-1.9336529517407832,0
0.4150904507945341,-1.621394156122169,-2.872236505460343,1.0931181707969162,-1.5824440686479364,0
0.5921064172766854,0.03390078412545998,-2.7569694442068613,1.5582586104734286,-1.7390710476980566,0
-0.01345692319417735,0.5957022501755148,2.4653690597340683,2.1994074892924873,-1.378405682653359,1
-0.0952489524100788,0.20001485117174814,-0.0005710223736243858,2.168574380636241,-2.4302216514460033,0
1.3808256791518012,-1.345583400104966,-3.33894777813106,2.8705477473033216,-2.0619853310059306,0
1.0614318391239215,-0.7005368280095384,-3.3377801928432653,2.11254147080415,-1.7839400478581693,0
0.7081572020040974,1.5991566845286143,-1.8095124087051542,2.6719229916940854,-2.3539332791231273,0
0.5795148386982114,1.723465340067103,-2.4514779587544764,1.780386165061476,-1.874689010298426,0
0.4910109377623162,-0.7707370597008625,-2.0106957189382926,2.031116391216549,-2.111186680191614,0
0.5674428892821861,-2.5108350014014515,-2.874219436884811,1.394705757117097,-1.6526782692795727,0
0.41593563216335006,1.1040706092820498,-2.002132941762517,1.981898701029691,-2.1779513294384145,0
-0.2591994473239313,-0.2920085455130258,-2.309274829572129,-0.02859249787340623,-1.281332746577264,0
0.22656192196909386,-1.167534215312696,1.6434610800752834,0.4021665301742545,0.579485281057265,1
1.0453853562023827,1.180490877972961,-2.969514310592852,2.341321231137266,-1.9079160805520101,0
0.487383333081687,-2.627065356808166,-2.2638194642979093,1.6021422868027426,-1.7646029489945716,0
0.893755237103554,0.7087186735179315,-2.058548273598618,2.7049583855926547,-2.1837984976170475,0
0.7960176089297408,-0.36391939348963653,-1.964427030220747,2.4356650866013037,-2.023353672057621,0
0.18921616805399943,2.441504342169468,-0.7889587086028307,2.1875743589822827,-2.2931985714168324,0
-1.0498702571033716,-0.3279419202673591,1.8821692377630868,2.533144815389524,-3.633933793033929,1
0.29067512402799256,1.1414643179722508,-0.2298653255676788,2.9573612708151105,-2.720735202172128,0
0.4685669879439571,-0.6302185531976071,-2.506132185405677,1.478249548324516,-1.7586072288867345,0
0.20242768187903493,-0.28839220030029905,-1.3261889564717175,1.8603813044262305,-2.1357499218928835,0
0.6434089904387432,-0.10622149384201134,-1.284233834991259,2.8329426155722395,-2.42517424861809,0
0.4362870412117916,-0.08560808947124605,-2.0551862816147417,1.861696877127799,-2.039296184615533,0
0.3012539947457165,0.7870308368716137,3.2049992984230062,1.9485389531459898,-0.3195249552870558,1
0.8701878171562072,-2.2332788193557644,-1.6718609020308017,2.9921709333739934,-2.374175305684556,0
-0.4503469535224498,1.9324594974495528,1.9552410087583172,1.8753159903282426,-1.9434763726284183,1
-0.6869658726059076,-1.013805932639863,1.334128812914848,2.0563330188122504,-2.756718746595989,1
0.456261105193953,0.6301487764278614,3.0233954952824305,2.1485684012305932,-0.3481986575391671,1
-0.0023175204715677467,-0.5925095652129303,-1.4815402033416423,1.036294103982197,-1.6628880331889782,0
-0.9527270289154859,1.3147798255965035,0.9201553561726146,2.242031085536208,-3.5421882767936275,1
-0.49027242914839475,-0.5253888696369459,-2.28662942777805,-0.4716646279608212,-1.1822842911780378,0
1.09606247363054,0.785812009296809,-1.3145242106042612,3.8741074051855033,-2.795542149147412,0
-0.01606633756599174,-0.6754811770399278,-1.964367611172621,0.8873665438649307,-1.715217178242739,0
1.3887122444001032,0.09682817740951716,-1.8728491098757536,4.058583460639699,-2.7301135901561566,0
0.6585249524783925,-1.5613523357772998,-3.407374161936458,1.1753495948462866,-1.4805679826923097,0
0.8053029619908119,-1.2646864317560584,-2.4706740151085773,2.211563815149313,-1.9684930512687737,0
0.3046968207258389,0.8442832280974177,-1.8896068492958629,1.6047308946905763,-1.9190956127553167,0
0.5609298613928893,-1.1343963827064898,-2.1751083013866435,1.88145544510994,-1.9042296184284124,0
0.35781632680599795,0.4881048177193057,-2.0455047338786314,1.6714069917270349,-1.9631006788224314,0
0.7668726062019628,-1.733826354483668,-3.0856485267311955,1.6691494759718424,-1.6989274588260899,0
0.7444374087354451,1.4432895536319423,-0.6814692981789405,3.3667948674982426,-2.588980358724024,0
-0.05895849329868008,-1.3257937713542476,-2.0465970646933833,0.4634188156769663,-1.371619829670872,0
0.9914491631283633,0.33607116792566905,-1.9796337105738848,2.9748965069476534,-2.2782191298956973,0
